protein,mll_full,mll_joint,lr
P04982-(RBSD)_sample_7,2.2797234160105937,1.5107192454098661,1.5380083412014551
P04982-(RBSD)_sample_8,2.260730521219579,1.4542823725803435,1.6128962972784713
P04982-(RBSD)_sample_9,2.442205257640338,1.5650467983735343,1.7543169185336072
P04982-(RBSD)_sample_10,2.361097253693679,1.5076896324998936,1.7068152423875707
P05793-(ILVC)_sample_1,3.143629155450083,2.2154383805378064,1.8563815498245528
P05793-(ILVC)_sample_2,3.1376294045751285,2.144588280070802,1.9860822490086534
P05793-(ILVC)_sample_3,3.1078143092716655,2.1874301996530443,1.8407682192372423
P05793-(ILVC)_sample_4,3.0884867846148527,2.1572958042675334,1.8623819606946386
P05793-(ILVC)_sample_5,2.9441140692157974,2.092317799101616,1.703592540228363
P05793-(ILVC)_sample_6,3.121767328165645,2.121891645396806,1.9997513655376782
P05793-(ILVC)_sample_7,2.9286534065486913,2.0513346386362685,1.7546375358248456
P05793-(ILVC)_sample_8,3.3068953138848123,2.233168291518516,2.1474540447325925
P05793-(ILVC)_sample_9,3.0663495178486952,2.1218556475835557,1.888987740530279
P05793-(ILVC)_sample_10,2.914382865496707,2.146591120959336,1.5355834890747424
P06136-(FTSQ)_sample_1,3.166441377204442,2.088100095966955,2.156682562474974
P06136-(FTSQ)_sample_2,2.664859456980553,1.8661475970351555,1.5974237198907946
P06136-(FTSQ)_sample_3,3.097290458920475,2.079071439091019,2.036438039658912
P06136-(FTSQ)_sample_4,2.964838447519377,1.9995898460629642,1.9304972029128256
P06136-(FTSQ)_sample_5,2.979978828082918,2.0217326587188382,1.9164923387281592
P06136-(FTSQ)_sample_6,3.2106983339877777,2.039580784645031,2.342235098685493
P06136-(FTSQ)_sample_7,2.860563989719215,1.9786148496855664,1.763898280067297
P06136-(FTSQ)_sample_8,2.941086902084675,1.9660215387455442,1.9501307266782613
P06136-(FTSQ)_sample_9,3.0013628852765244,2.068969823841972,1.8647861228691047
P06136-(FTSQ)_sample_10,2.921564537765123,2.0352733673891352,1.7725823407519758
P06710-(DNAX)_sample_1,3.4301746784497973,2.2317527086478295,2.3968439396039356
