protein,lysate,lysate_MgCl2,joint
P0A7L8-(RPMA)_sample_9,0.82690700410922,0.8637013324948667,1.1523196665458997
P0A7M2-(RPMB)_sample_1,1.323923247814172,1.272624607771515,1.89910745977464
P0A7M2-(RPMB)_sample_10,1.3800511722270272,1.3300954540239056,1.7896527886719227
P0A7M2-(RPMB)_sample_2,1.4310638495299453,1.2806583134472396,2.044153327831777
P0A7M2-(RPMB)_sample_3,1.1906085359120742,1.4086617298607669,1.9170291437798208
P0A7M2-(RPMB)_sample_4,1.3007611221299087,1.4194857146158075,1.9076087226019733
P0A7M2-(RPMB)_sample_5,1.3606003015156034,1.3309829641034905,1.9874600388167774
P0A7M2-(RPMB)_sample_6,1.2700633307663058,1.2110619604773811,1.8939407017982575
P0A7M2-(RPMB)_sample_7,1.4651374071352408,1.4475426562590712,2.0515443325234406
P0A7M2-(RPMB)_sample_8,1.358227644543148,1.2970775551470686,2.006926216149777
P0A7M2-(RPMB)_sample_9,1.3652830564884448,1.1944038486882533,1.9006710083187675
P0A7U7-(RPST)_sample_1,0.9753261829168234,0.9152185806056218,1.2990290942358835
P0A7U7-(RPST)_sample_10,0.7867406366834054,1.063169781269715,1.299978012434083
P0A7U7-(RPST)_sample_2,1.032674565789992,1.0224944480751792,1.403739723833389
P0A7U7-(RPST)_sample_3,0.9900222954961033,1.0428684905754417,1.3591212423513346
P0A7U7-(RPST)_sample_4,0.8377551517988191,1.0755893384195465,1.2698278611868996
P0A7U7-(RPST)_sample_5,0.971914490040893,1.0214677490344106,1.2838573483068154
P0A7U7-(RPST)_sample_6,1.1022720167101492,1.0469488413090184,1.3887196032316458
P0A7U7-(RPST)_sample_7,1.0674769707069112,1.372951908317386,1.4329740592503175
P0A7U7-(RPST)_sample_8,1.1837134746452942,1.1986725681390993,1.5727691703881155
P0A7U7-(RPST)_sample_9,0.917078953866606,0.9403715204593021,1.2809578309270486
