,condition,uniqueID,y,x
28688,lysate,P0A9H1-(MUG),0.0354245061742727,80.5
28689,lysate,P0A9H1-(MUG),0.0324184939078056,87.0
28690,lysate,P0A9H1-(MUG),1.0,37.0
28691,lysate,P0A9H1-(MUG),1.055251910738078,40.4
28692,lysate,P0A9H1-(MUG),1.0002889913543578,46.9
28693,lysate,P0A9H1-(MUG),0.4749538116457256,52.9
28694,lysate,P0A9H1-(MUG),0.1338000717074423,58.6
28695,lysate,P0A9H1-(MUG),0.0931856814405223,62.8
28696,lysate,P0A9H1-(MUG),0.0471217755398344,69.0
28697,lysate,P0A9H1-(MUG),0.0447098793826685,74.8
28698,lysate,P0A9H1-(MUG),0.0378861598364085,80.5
28699,lysate,P0A9H1-(MUG),0.0316556937458117,87.0
28700,lysate,P0A9H1-(MUG),1.0,37.0
28701,lysate,P0A9H1-(MUG),1.0699796278907416,40.4
28702,lysate,P0A9H1-(MUG),1.02285860563085,46.9
28703,lysate,P0A9H1-(MUG),0.4708189320484023,52.9
28704,lysate,P0A9H1-(MUG),0.1490960502704265,58.6
28705,lysate,P0A9H1-(MUG),0.0916533911230109,62.8
28706,lysate,P0A9H1-(MUG),0.0403219316449032,69.0
28707,lysate,P0A9H1-(MUG),0.0437996747394514,74.8
28708,lysate,P0A9H1-(MUG),0.0319976749043159,80.5
28709,lysate,P0A9H1-(MUG),0.0327301598399106,87.0
28710,MgCl2,P0A9H1-(MUG),1.0,37.0
28711,MgCl2,P0A9H1-(MUG),1.1065928074434088,40.4
28712,MgCl2,P0A9H1-(MUG),0.9312512071254055,46.9
28713,MgCl2,P0A9H1-(MUG),0.4820844981822714,52.9
28714,MgCl2,P0A9H1-(MUG),0.2002473277736635,58.6
28715,MgCl2,P0A9H1-(MUG),0.1409647496688038,62.8
28716,MgCl2,P0A9H1-(MUG),0.0679603072843254,69.0
28717,MgCl2,P0A9H1-(MUG),0.0672684485580146,74.8
28718,MgCl2,P0A9H1-(MUG),0.0504947494050638,80.5
28719,MgCl2,P0A9H1-(MUG),0.0529484120730658,87.0
28720,MgCl2,P0A9H1-(MUG),1.0,37.0
28721,MgCl2,P0A9H1-(MUG),1.0366664226186757,40.4
28722,MgCl2,P0A9H1-(MUG),0.9139307564972604,46.9
28723,MgCl2,P0A9H1-(MUG),0.3537389535881534,52.9
28724,MgCl2,P0A9H1-(MUG),0.120117945103707,58.6
28725,MgCl2,P0A9H1-(MUG),0.0727482958596555,62.8
28726,MgCl2,P0A9H1-(MUG),0.0407192816601663,69.0
28727,MgCl2,P0A9H1-(MUG),0.0424841338701761,74.8
28728,MgCl2,P0A9H1-(MUG),0.0309234988542687,80.5
28729,MgCl2,P0A9H1-(MUG),0.0283491671352911,87.0
28730,MgCl2,P0A9H1-(MUG),1.0,37.0
28731,MgCl2,P0A9H1-(MUG),0.966147430902848,40.4
28732,MgCl2,P0A9H1-(MUG),0.8672807548537717,46.9
28733,MgCl2,P0A9H1-(MUG),0.3295722237969777,52.9
28734,MgCl2,P0A9H1-(MUG),0.0960696795661101,58.6
28735,MgCl2,P0A9H1-(MUG),0.0650778066374047,62.8
28736,MgCl2,P0A9H1-(MUG),0.032764506334529,69.0
28737,MgCl2,P0A9H1-(MUG),0.03247090895883,74.8
28738,MgCl2,P0A9H1-(MUG),0.0268888781325064,80.5
28739,MgCl2,P0A9H1-(MUG),0.0298435894779005,87.0
28740,lysate,P0A9H3-(CADA),1.0,37.0
28741,lysate,P0A9H3-(CADA),1.0656038838701265,40.4
28742,lysate,P0A9H3-(CADA),1.0113444801060132,46.9
28743,lysate,P0A9H3-(CADA),0.8782087158234938,52.9
28744,lysate,P0A9H3-(CADA),0.7815334180289064,58.6
28745,lysate,P0A9H3-(CADA),0.751131717973804,62.8
28746,lysate,P0A9H3-(CADA),0.5396816295774001,69.0
28747,lysate,P0A9H3-(CADA),0.0840268679757263,74.8
28748,lysate,P0A9H3-(CADA),0.0669852784816832,80.5
28749,lysate,P0A9H3-(CADA),0.0621535926609236,87.0
28750,lysate,P0A9H3-(CADA),1.0,37.0
28751,lysate,P0A9H3-(CADA),1.0733038164797897,40.4
28752,lysate,P0A9H3-(CADA),1.0195399599368695,46.9
28753,lysate,P0A9H3-(CADA),0.9404636915307766,52.9
28754,lysate,P0A9H3-(CADA),0.8623927617800548,58.6
28755,lysate,P0A9H3-(CADA),0.8470851317685771,62.8
28756,lysate,P0A9H3-(CADA),0.6227245759820655,69.0
28757,lysate,P0A9H3-(CADA),0.0783360760835988,74.8
28758,lysate,P0A9H3-(CADA),0.0548044717793211,80.5
28759,lysate,P0A9H3-(CADA),0.0574668200016424,87.0
28760,lysate,P0A9H3-(CADA),1.0,37.0
28761,lysate,P0A9H3-(CADA),1.1095294888498906,40.4
28762,lysate,P0A9H3-(CADA),1.0547431119895136,46.9
28763,lysate,P0A9H3-(CADA),1.0080524604038217,52.9
28764,lysate,P0A9H3-(CADA),0.8467670423248501,58.6
28765,lysate,P0A9H3-(CADA),0.8028020214514635,62.8
28766,lysate,P0A9H3-(CADA),0.6099525791392372,69.0
28767,lysate,P0A9H3-(CADA),0.087057422314607,74.8
28768,lysate,P0A9H3-(CADA),0.0653732981006978,80.5
28769,lysate,P0A9H3-(CADA),0.0620639378502169,87.0
28770,MgCl2,P0A9H3-(CADA),1.0,37.0
28771,MgCl2,P0A9H3-(CADA),1.0875695842989668,40.4
28772,MgCl2,P0A9H3-(CADA),1.0312967725432858,46.9
28773,MgCl2,P0A9H3-(CADA),0.744826439056451,52.9
28774,MgCl2,P0A9H3-(CADA),0.4891222778358164,58.6
28775,MgCl2,P0A9H3-(CADA),0.4541097540505674,62.8
28776,MgCl2,P0A9H3-(CADA),0.324607978845347,69.0
28777,MgCl2,P0A9H3-(CADA),0.1204764948231574,74.8
28778,MgCl2,P0A9H3-(CADA),0.0945382773193554,80.5
28779,MgCl2,P0A9H3-(CADA),0.1132367591638938,87.0
28780,MgCl2,P0A9H3-(CADA),1.0,37.0
28781,MgCl2,P0A9H3-(CADA),1.0804756409629428,40.4
28782,MgCl2,P0A9H3-(CADA),1.053183561520441,46.9
28783,MgCl2,P0A9H3-(CADA),0.6974767128038146,52.9
28784,MgCl2,P0A9H3-(CADA),0.4908734796774166,58.6
28785,MgCl2,P0A9H3-(CADA),0.3958277975923321,62.8
28786,MgCl2,P0A9H3-(CADA),0.3138394752971822,69.0
28787,MgCl2,P0A9H3-(CADA),0.0795189874957427,74.8
28788,MgCl2,P0A9H3-(CADA),0.0558052641171831,80.5
28789,MgCl2,P0A9H3-(CADA),0.0636576506611788,87.0
28790,MgCl2,P0A9H3-(CADA),1.0,37.0
28791,MgCl2,P0A9H3-(CADA),1.0725573639539492,40.4
28792,MgCl2,P0A9H3-(CADA),1.078522779393816,46.9
28793,MgCl2,P0A9H3-(CADA),0.7841054006054063,52.9
28794,MgCl2,P0A9H3-(CADA),0.5396868246340062,58.6
28795,MgCl2,P0A9H3-(CADA),0.4708539642950132,62.8
28796,MgCl2,P0A9H3-(CADA),0.3896225053831749,69.0
28797,MgCl2,P0A9H3-(CADA),0.0780172371134046,74.8
28798,MgCl2,P0A9H3-(CADA),0.0609903525183027,80.5
28799,MgCl2,P0A9H3-(CADA),0.0697577238394378,87.0
28800,lysate,P0A9H5-(BTUR),1.0,37.0
28801,lysate,P0A9H5-(BTUR),1.056912582936109,40.4
28802,lysate,P0A9H5-(BTUR),1.031124093429633,46.9
28803,lysate,P0A9H5-(BTUR),0.5906362910620817,52.9
28804,lysate,P0A9H5-(BTUR),0.2237651063871974,58.6
28805,lysate,P0A9H5-(BTUR),0.0990390515749713,62.8
28806,lysate,P0A9H5-(BTUR),0.0452262120020351,69.0
28807,lysate,P0A9H5-(BTUR),0.0449792171911253,74.8
28808,lysate,P0A9H5-(BTUR),0.0317447667540826,80.5
28809,lysate,P0A9H5-(BTUR),0.0321020519175191,87.0
28810,lysate,P0A9H5-(BTUR),1.0,37.0
28811,lysate,P0A9H5-(BTUR),1.098997359726821,40.4
28812,lysate,P0A9H5-(BTUR),1.0598228818234634,46.9
28813,lysate,P0A9H5-(BTUR),0.8032673623203184,52.9
28814,lysate,P0A9H5-(BTUR),0.317053146983388,58.6
28815,lysate,P0A9H5-(BTUR),0.0997254514347686,62.8
28816,lysate,P0A9H5-(BTUR),0.0486170603635057,69.0
28817,lysate,P0A9H5-(BTUR),0.0523040249098975,74.8
28818,lysate,P0A9H5-(BTUR),0.0414680266217094,80.5
28819,lysate,P0A9H5-(BTUR),0.036985319915306,87.0
28820,lysate,P0A9H5-(BTUR),1.0,37.0
28821,lysate,P0A9H5-(BTUR),1.0937561718820472,40.4
28822,lysate,P0A9H5-(BTUR),1.0407513763467569,46.9
28823,lysate,P0A9H5-(BTUR),0.6471796995769384,52.9
28824,lysate,P0A9H5-(BTUR),0.2672388833411723,58.6
28825,lysate,P0A9H5-(BTUR),0.1191321937840058,62.8
28826,lysate,P0A9H5-(BTUR),0.0631138821695981,69.0
28827,lysate,P0A9H5-(BTUR),0.0689386865878126,74.8
28828,lysate,P0A9H5-(BTUR),0.0455259719493534,80.5
28829,lysate,P0A9H5-(BTUR),0.0417417987176026,87.0
28830,MgCl2,P0A9H5-(BTUR),1.0,37.0
28831,MgCl2,P0A9H5-(BTUR),1.0953269724406896,40.4
28832,MgCl2,P0A9H5-(BTUR),1.0534757593447943,46.9
28833,MgCl2,P0A9H5-(BTUR),0.7161785848364933,52.9
28834,MgCl2,P0A9H5-(BTUR),0.3254833700088498,58.6
28835,MgCl2,P0A9H5-(BTUR),0.1015535060926539,62.8
28836,MgCl2,P0A9H5-(BTUR),0.0470453470700811,69.0
28837,MgCl2,P0A9H5-(BTUR),0.0416179532599332,74.8
28838,MgCl2,P0A9H5-(BTUR),0.0338006036443939,80.5
28839,MgCl2,P0A9H5-(BTUR),0.0342963409786192,87.0
28840,MgCl2,P0A9H5-(BTUR),1.0,37.0
28841,MgCl2,P0A9H5-(BTUR),1.0733354679628413,40.4
28842,MgCl2,P0A9H5-(BTUR),1.0549558569175268,46.9
28843,MgCl2,P0A9H5-(BTUR),0.6406409301962611,52.9
28844,MgCl2,P0A9H5-(BTUR),0.3005815050962083,58.6
28845,MgCl2,P0A9H5-(BTUR),0.1022151994822331,62.8
28846,MgCl2,P0A9H5-(BTUR),0.0472864986403842,69.0
28847,MgCl2,P0A9H5-(BTUR),0.0448154426396955,74.8
28848,MgCl2,P0A9H5-(BTUR),0.037386345460876,80.5
28849,MgCl2,P0A9H5-(BTUR),0.0408744929885993,87.0
28850,MgCl2,P0A9H5-(BTUR),1.0,37.0
28851,MgCl2,P0A9H5-(BTUR),1.0606355368871938,40.4
28852,MgCl2,P0A9H5-(BTUR),1.0492630869826711,46.9
28853,MgCl2,P0A9H5-(BTUR),0.6722655131785276,52.9
28854,MgCl2,P0A9H5-(BTUR),0.2756453955555207,58.6
28855,MgCl2,P0A9H5-(BTUR),0.1074147717283173,62.8
28856,MgCl2,P0A9H5-(BTUR),0.048420891645514,69.0
28857,MgCl2,P0A9H5-(BTUR),0.0515428361342548,74.8
28858,MgCl2,P0A9H5-(BTUR),0.0407647444980245,80.5
28859,MgCl2,P0A9H5-(BTUR),0.0423286437283772,87.0
28860,lysate,P0A9H7-(CFA),1.0,37.0
28861,lysate,P0A9H7-(CFA),1.0375493515032164,40.4
28862,lysate,P0A9H7-(CFA),0.9319864518931136,46.9
28863,lysate,P0A9H7-(CFA),0.4698415212727476,52.9
28864,lysate,P0A9H7-(CFA),0.1692212829130172,58.6
28865,lysate,P0A9H7-(CFA),0.1243027225427941,62.8
28866,lysate,P0A9H7-(CFA),0.0745091018613023,69.0
28867,lysate,P0A9H7-(CFA),0.0708148790763179,74.8
28868,lysate,P0A9H7-(CFA),0.0539636648551705,80.5
28869,lysate,P0A9H7-(CFA),0.0489735901082208,87.0
28870,lysate,P0A9H7-(CFA),1.0,37.0
28871,lysate,P0A9H7-(CFA),1.0226006860190566,40.4
28872,lysate,P0A9H7-(CFA),0.931713654945826,46.9
28873,lysate,P0A9H7-(CFA),0.4262507677529921,52.9
28874,lysate,P0A9H7-(CFA),0.1708356821747248,58.6
28875,lysate,P0A9H7-(CFA),0.1216353990232345,62.8
28876,lysate,P0A9H7-(CFA),0.0637869113075818,69.0
28877,lysate,P0A9H7-(CFA),0.0600719827861955,74.8
28878,lysate,P0A9H7-(CFA),0.0414336939681607,80.5
28879,lysate,P0A9H7-(CFA),0.0430193628911029,87.0
28880,lysate,P0A9H7-(CFA),1.0,37.0
28881,lysate,P0A9H7-(CFA),1.0554222618282216,40.4
28882,lysate,P0A9H7-(CFA),0.9110115341435252,46.9
28883,lysate,P0A9H7-(CFA),0.4078182165022096,52.9
28884,lysate,P0A9H7-(CFA),0.1431435859656261,58.6
28885,lysate,P0A9H7-(CFA),0.1017513104229624,62.8
28886,lysate,P0A9H7-(CFA),0.0475754345957305,69.0
28887,lysate,P0A9H7-(CFA),0.0503107740703403,74.8
28888,lysate,P0A9H7-(CFA),0.0420336308588885,80.5
28889,lysate,P0A9H7-(CFA),0.0420332415819429,87.0
28890,MgCl2,P0A9H7-(CFA),1.0,37.0
28891,MgCl2,P0A9H7-(CFA),1.1297302819403714,40.4
28892,MgCl2,P0A9H7-(CFA),0.9360361887407234,46.9
28893,MgCl2,P0A9H7-(CFA),0.4556429530135504,52.9
28894,MgCl2,P0A9H7-(CFA),0.1751638417052154,58.6
28895,MgCl2,P0A9H7-(CFA),0.1250504760964286,62.8
28896,MgCl2,P0A9H7-(CFA),0.0696436803862927,69.0
28897,MgCl2,P0A9H7-(CFA),0.0706455813116273,74.8
28898,MgCl2,P0A9H7-(CFA),0.0701883737807605,80.5
28899,MgCl2,P0A9H7-(CFA),0.0761298078728578,87.0
28900,MgCl2,P0A9H7-(CFA),1.0,37.0
28901,MgCl2,P0A9H7-(CFA),1.0075989456795709,40.4
28902,MgCl2,P0A9H7-(CFA),0.8951373832623628,46.9
28903,MgCl2,P0A9H7-(CFA),0.4013934783551834,52.9
28904,MgCl2,P0A9H7-(CFA),0.1507071852553189,58.6
28905,MgCl2,P0A9H7-(CFA),0.0992616604432123,62.8
28906,MgCl2,P0A9H7-(CFA),0.0576466155342848,69.0
28907,MgCl2,P0A9H7-(CFA),0.0658495651153406,74.8
28908,MgCl2,P0A9H7-(CFA),0.0584983740262738,80.5
28909,MgCl2,P0A9H7-(CFA),0.0574049433132264,87.0
28910,MgCl2,P0A9H7-(CFA),1.0,37.0
28911,MgCl2,P0A9H7-(CFA),1.0056237380209958,40.4
28912,MgCl2,P0A9H7-(CFA),0.8146502979111863,46.9
28913,MgCl2,P0A9H7-(CFA),0.397166197830634,52.9
28914,MgCl2,P0A9H7-(CFA),0.1600998167193724,58.6
28915,MgCl2,P0A9H7-(CFA),0.1180204636364465,62.8
28916,MgCl2,P0A9H7-(CFA),0.0731967246118256,69.0
28917,MgCl2,P0A9H7-(CFA),0.0785778132617701,74.8
28918,MgCl2,P0A9H7-(CFA),0.0727506108051099,80.5
28919,MgCl2,P0A9H7-(CFA),0.0663639384747143,87.0
28920,lysate,P0A9I8-(NIRD),1.0,37.0
28921,lysate,P0A9I8-(NIRD),1.0650023351550872,40.4
28922,lysate,P0A9I8-(NIRD),1.039674818756303,46.9
28923,lysate,P0A9I8-(NIRD),0.7177454156796281,52.9
28924,lysate,P0A9I8-(NIRD),0.3967427674790457,58.6
28925,lysate,P0A9I8-(NIRD),0.3287288018343805,62.8
28926,lysate,P0A9I8-(NIRD),0.2196557070480466,69.0
28927,lysate,P0A9I8-(NIRD),0.2659702001017168,74.8
28928,lysate,P0A9I8-(NIRD),0.2723548019631709,80.5
28929,lysate,P0A9I8-(NIRD),0.2485080138445615,87.0
28930,lysate,P0A9I8-(NIRD),1.0,37.0
28931,lysate,P0A9I8-(NIRD),1.0904299432154874,40.4
28932,lysate,P0A9I8-(NIRD),1.0108275944447096,46.9
28933,lysate,P0A9I8-(NIRD),0.7987531913325829,52.9
28934,lysate,P0A9I8-(NIRD),0.4164801795919812,58.6
28935,lysate,P0A9I8-(NIRD),0.3403605384640116,62.8
28936,lysate,P0A9I8-(NIRD),0.2171708254713889,69.0
28937,lysate,P0A9I8-(NIRD),0.243852096869753,74.8
28938,lysate,P0A9I8-(NIRD),0.28337650089397,80.5
28939,lysate,P0A9I8-(NIRD),0.263121091355663,87.0
28940,lysate,P0A9I8-(NIRD),1.0,37.0
28941,lysate,P0A9I8-(NIRD),1.134811598076647,40.4
28942,lysate,P0A9I8-(NIRD),1.0599730283006958,46.9
28943,lysate,P0A9I8-(NIRD),0.8168476919352855,52.9
28944,lysate,P0A9I8-(NIRD),0.4619983734085483,58.6
28945,lysate,P0A9I8-(NIRD),0.3549203328834235,62.8
28946,lysate,P0A9I8-(NIRD),0.2499431027987421,69.0
28947,lysate,P0A9I8-(NIRD),0.2991574751165536,74.8
28948,lysate,P0A9I8-(NIRD),0.2418653365558582,80.5
28949,lysate,P0A9I8-(NIRD),0.2577405349325802,87.0
28950,MgCl2,P0A9I8-(NIRD),1.0,37.0
28951,MgCl2,P0A9I8-(NIRD),1.133044535925548,40.4
28952,MgCl2,P0A9I8-(NIRD),1.0770099492669398,46.9
28953,MgCl2,P0A9I8-(NIRD),0.6478457807937636,52.9
28954,MgCl2,P0A9I8-(NIRD),0.3354304656865124,58.6
28955,MgCl2,P0A9I8-(NIRD),0.2544997788528663,62.8
28956,MgCl2,P0A9I8-(NIRD),0.1861079804743425,69.0
28957,MgCl2,P0A9I8-(NIRD),0.2362728213325057,74.8
28958,MgCl2,P0A9I8-(NIRD),0.2601274175536406,80.5
28959,MgCl2,P0A9I8-(NIRD),0.2292540688681589,87.0
28960,MgCl2,P0A9I8-(NIRD),1.0,37.0
28961,MgCl2,P0A9I8-(NIRD),1.0847435395163387,40.4
28962,MgCl2,P0A9I8-(NIRD),1.0347095524887302,46.9
28963,MgCl2,P0A9I8-(NIRD),0.6294240814333397,52.9
28964,MgCl2,P0A9I8-(NIRD),0.3294755530313038,58.6
28965,MgCl2,P0A9I8-(NIRD),0.238846181585582,62.8
28966,MgCl2,P0A9I8-(NIRD),0.1824145036845326,69.0
28967,MgCl2,P0A9I8-(NIRD),0.2309443264105654,74.8
28968,MgCl2,P0A9I8-(NIRD),0.2175138057667066,80.5
28969,MgCl2,P0A9I8-(NIRD),0.2019551450777564,87.0
28970,MgCl2,P0A9I8-(NIRD),1.0,37.0
28971,MgCl2,P0A9I8-(NIRD),1.0500561334411105,40.4
28972,MgCl2,P0A9I8-(NIRD),1.0401761518148769,46.9
28973,MgCl2,P0A9I8-(NIRD),0.5502272714810382,52.9
28974,MgCl2,P0A9I8-(NIRD),0.231263139759533,58.6
28975,MgCl2,P0A9I8-(NIRD),0.171311539355305,62.8
28976,MgCl2,P0A9I8-(NIRD),0.1317219148102928,69.0
28977,MgCl2,P0A9I8-(NIRD),0.1543383469040171,74.8
28978,MgCl2,P0A9I8-(NIRD),0.145664749406615,80.5
28979,MgCl2,P0A9I8-(NIRD),0.1339882669917662,87.0
28980,lysate,P0A9J0-(RNG),1.0,37.0
28981,lysate,P0A9J0-(RNG),1.0517205115366053,40.4
28982,lysate,P0A9J0-(RNG),1.0560538559098411,46.9
28983,lysate,P0A9J0-(RNG),0.8385986310729135,52.9
28984,lysate,P0A9J0-(RNG),0.2689795638412617,58.6
28985,lysate,P0A9J0-(RNG),0.1294073682539346,62.8
28986,lysate,P0A9J0-(RNG),0.0575082158589495,69.0
28987,lysate,P0A9J0-(RNG),0.0610549809342815,74.8
28988,lysate,P0A9J0-(RNG),0.0443130607853023,80.5
28989,lysate,P0A9J0-(RNG),0.0411526620129526,87.0
28990,lysate,P0A9J0-(RNG),1.0,37.0
28991,lysate,P0A9J0-(RNG),1.0337990290097276,40.4
28992,lysate,P0A9J0-(RNG),1.0085836372317003,46.9
28993,lysate,P0A9J0-(RNG),0.7897394256180569,52.9
28994,lysate,P0A9J0-(RNG),0.2521557300245083,58.6
28995,lysate,P0A9J0-(RNG),0.1475949403475867,62.8
28996,lysate,P0A9J0-(RNG),0.0521734501433744,69.0
28997,lysate,P0A9J0-(RNG),0.0557404584480229,74.8
28998,lysate,P0A9J0-(RNG),0.0401383522859087,80.5
28999,lysate,P0A9J0-(RNG),0.0452006934543535,87.0
29000,lysate,P0A9J0-(RNG),1.0,37.0
29001,lysate,P0A9J0-(RNG),1.109525005865779,40.4
29002,lysate,P0A9J0-(RNG),1.0821514002052823,46.9
29003,lysate,P0A9J0-(RNG),0.892773013421246,52.9
29004,lysate,P0A9J0-(RNG),0.2421022804517765,58.6
29005,lysate,P0A9J0-(RNG),0.1213217888210074,62.8
29006,lysate,P0A9J0-(RNG),0.0520949466827174,69.0
29007,lysate,P0A9J0-(RNG),0.0498215342284166,74.8
29008,lysate,P0A9J0-(RNG),0.0411381115794423,80.5
29009,lysate,P0A9J0-(RNG),0.0389434981560585,87.0
29010,MgCl2,P0A9J0-(RNG),1.0,37.0
29011,MgCl2,P0A9J0-(RNG),1.063191386244737,40.4
29012,MgCl2,P0A9J0-(RNG),1.0612351679702945,46.9
29013,MgCl2,P0A9J0-(RNG),0.8270758155455611,52.9
29014,MgCl2,P0A9J0-(RNG),0.4216023419933534,58.6
29015,MgCl2,P0A9J0-(RNG),0.1098035210911283,62.8
29016,MgCl2,P0A9J0-(RNG),0.0545952651145398,69.0
29017,MgCl2,P0A9J0-(RNG),0.0506920171393978,74.8
29018,MgCl2,P0A9J0-(RNG),0.0421167252949479,80.5
29019,MgCl2,P0A9J0-(RNG),0.038905194327368,87.0
29020,MgCl2,P0A9J0-(RNG),1.0,37.0
29021,MgCl2,P0A9J0-(RNG),1.0806066616526984,40.4
29022,MgCl2,P0A9J0-(RNG),1.0460232080432348,46.9
29023,MgCl2,P0A9J0-(RNG),0.8143399319548466,52.9
29024,MgCl2,P0A9J0-(RNG),0.3954176677500156,58.6
29025,MgCl2,P0A9J0-(RNG),0.1039527240203984,62.8
29026,MgCl2,P0A9J0-(RNG),0.0505026112711835,69.0
29027,MgCl2,P0A9J0-(RNG),0.058924685939045,74.8
29028,MgCl2,P0A9J0-(RNG),0.0429333003717109,80.5
29029,MgCl2,P0A9J0-(RNG),0.0405125398862868,87.0
29030,MgCl2,P0A9J0-(RNG),1.0,37.0
29031,MgCl2,P0A9J0-(RNG),1.0655769771219843,40.4
29032,MgCl2,P0A9J0-(RNG),1.077841396958949,46.9
29033,MgCl2,P0A9J0-(RNG),0.8169625765571722,52.9
29034,MgCl2,P0A9J0-(RNG),0.3858059817855747,58.6
29035,MgCl2,P0A9J0-(RNG),0.1182207499232182,62.8
29036,MgCl2,P0A9J0-(RNG),0.0601145337742205,69.0
29037,MgCl2,P0A9J0-(RNG),0.0645475355189692,74.8
29038,MgCl2,P0A9J0-(RNG),0.0636711208899607,80.5
29039,MgCl2,P0A9J0-(RNG),0.0583670418661795,87.0
29040,lysate,P0A9J4-(PANE),1.0,37.0
29041,lysate,P0A9J4-(PANE),1.0413360257961783,40.4
29042,lysate,P0A9J4-(PANE),1.0409579194028091,46.9
29043,lysate,P0A9J4-(PANE),0.6718768785181924,52.9
29044,lysate,P0A9J4-(PANE),0.3145390530992695,58.6
29045,lysate,P0A9J4-(PANE),0.1652741907131959,62.8
29046,lysate,P0A9J4-(PANE),0.0693122594900688,69.0
29047,lysate,P0A9J4-(PANE),0.0717269802905803,74.8
29048,lysate,P0A9J4-(PANE),0.0486022446862732,80.5
29049,lysate,P0A9J4-(PANE),0.0558245824003617,87.0
29050,lysate,P0A9J4-(PANE),1.0,37.0
29051,lysate,P0A9J4-(PANE),1.0671226884764524,40.4
29052,lysate,P0A9J4-(PANE),1.0227243139663305,46.9
29053,lysate,P0A9J4-(PANE),0.6482535700122133,52.9
29054,lysate,P0A9J4-(PANE),0.2624528300798709,58.6
29055,lysate,P0A9J4-(PANE),0.1467492888654184,62.8
29056,lysate,P0A9J4-(PANE),0.0776909265964177,69.0
29057,lysate,P0A9J4-(PANE),0.0707515641420891,74.8
29058,lysate,P0A9J4-(PANE),0.0612549152234096,80.5
29059,lysate,P0A9J4-(PANE),0.071975048553617,87.0
29060,lysate,P0A9J4-(PANE),1.0,37.0
29061,lysate,P0A9J4-(PANE),1.060412318355278,40.4
29062,lysate,P0A9J4-(PANE),1.0211268872282573,46.9
29063,lysate,P0A9J4-(PANE),0.5770844765300919,52.9
29064,lysate,P0A9J4-(PANE),0.2207420094161153,58.6
29065,lysate,P0A9J4-(PANE),0.142695192148112,62.8
29066,lysate,P0A9J4-(PANE),0.0796769945804122,69.0
29067,lysate,P0A9J4-(PANE),0.0727598276316729,74.8
29068,lysate,P0A9J4-(PANE),0.0615630325722505,80.5
29069,lysate,P0A9J4-(PANE),0.0645337128097048,87.0
29070,MgCl2,P0A9J4-(PANE),1.0,37.0
29071,MgCl2,P0A9J4-(PANE),1.0830173915680288,40.4
29072,MgCl2,P0A9J4-(PANE),1.033203189641851,46.9
29073,MgCl2,P0A9J4-(PANE),0.536169401252592,52.9
29074,MgCl2,P0A9J4-(PANE),0.1951672470770034,58.6
29075,MgCl2,P0A9J4-(PANE),0.1437851324939626,62.8
29076,MgCl2,P0A9J4-(PANE),0.102720018513048,69.0
29077,MgCl2,P0A9J4-(PANE),0.1136583601779712,74.8
29078,MgCl2,P0A9J4-(PANE),0.0825671139420728,80.5
29079,MgCl2,P0A9J4-(PANE),0.0945508852996656,87.0
29080,MgCl2,P0A9J4-(PANE),1.0,37.0
29081,MgCl2,P0A9J4-(PANE),1.0458004262419889,40.4
29082,MgCl2,P0A9J4-(PANE),1.029533021084079,46.9
29083,MgCl2,P0A9J4-(PANE),0.516977977099082,52.9
29084,MgCl2,P0A9J4-(PANE),0.1540614525905263,58.6
29085,MgCl2,P0A9J4-(PANE),0.095740906564342,62.8
29086,MgCl2,P0A9J4-(PANE),0.0584528229900108,69.0
29087,MgCl2,P0A9J4-(PANE),0.0560109150028745,74.8
29088,MgCl2,P0A9J4-(PANE),0.0376930588988411,80.5
29089,MgCl2,P0A9J4-(PANE),0.0391383194893398,87.0
29090,MgCl2,P0A9J4-(PANE),1.0,37.0
29091,MgCl2,P0A9J4-(PANE),1.019632443318696,40.4
29092,MgCl2,P0A9J4-(PANE),1.0363329401346335,46.9
29093,MgCl2,P0A9J4-(PANE),0.5031103979387688,52.9
29094,MgCl2,P0A9J4-(PANE),0.1682362401764216,58.6
29095,MgCl2,P0A9J4-(PANE),0.1139416690713622,62.8
29096,MgCl2,P0A9J4-(PANE),0.0630821544986177,69.0
29097,MgCl2,P0A9J4-(PANE),0.0584291140940621,74.8
29098,MgCl2,P0A9J4-(PANE),0.051528195906346,80.5
29099,MgCl2,P0A9J4-(PANE),0.0703013068120955,87.0
29100,lysate,P0A9J6-(RBSK),1.0,37.0
29101,lysate,P0A9J6-(RBSK),1.0043631037759084,40.4
29102,lysate,P0A9J6-(RBSK),1.0161324890312642,46.9
29103,lysate,P0A9J6-(RBSK),0.703179064950386,52.9
29104,lysate,P0A9J6-(RBSK),0.1487502377773689,58.6
29105,lysate,P0A9J6-(RBSK),0.1031071835094877,62.8
29106,lysate,P0A9J6-(RBSK),0.028818405512605,69.0
29107,lysate,P0A9J6-(RBSK),0.0301568707082481,74.8
29108,lysate,P0A9J6-(RBSK),0.0226425840423607,80.5
29109,lysate,P0A9J6-(RBSK),0.0216301606569874,87.0
29110,lysate,P0A9J6-(RBSK),1.0,37.0
29111,lysate,P0A9J6-(RBSK),1.06002010439838,40.4
29112,lysate,P0A9J6-(RBSK),1.0644744494124472,46.9
29113,lysate,P0A9J6-(RBSK),0.7383317209832898,52.9
29114,lysate,P0A9J6-(RBSK),0.1410583244041273,58.6
29115,lysate,P0A9J6-(RBSK),0.08882398770778,62.8
