condition,uniqueID,y,x
staurosporine,AKAP8_IPI00014474,0.957015538697423,43
staurosporine,AKAP8_IPI00014474,0.858850649613861,46
staurosporine,AKAP8_IPI00014474,0.789189087953532,49
staurosporine,AKAP8_IPI00014474,0.66306977314604,52
staurosporine,AKAP8_IPI00014474,0.369916542502048,55
staurosporine,AKAP8_IPI00014474,0.297076453203979,58
staurosporine,AKAP8_IPI00014474,0.293792645969711,61
staurosporine,AKAP8_IPI00014474,0.238748810164748,64
staurosporine,AKAP8_IPI00014474,0.206380036974865,67
staurosporine,AKAP8_IPI00014474,0.999686866317176,40
staurosporine,AKAP8_IPI00014474,1.08706008095618,43
staurosporine,AKAP8_IPI00014474,1.11575259023915,46
staurosporine,AKAP8_IPI00014474,1.08647167965689,49
staurosporine,AKAP8_IPI00014474,1.02631549137964,52
staurosporine,AKAP8_IPI00014474,0.751215897006092,55
staurosporine,AKAP8_IPI00014474,0.504013031863471,58
staurosporine,AKAP8_IPI00014474,0.418149101680947,61
staurosporine,AKAP8_IPI00014474,0.403026219140703,64
staurosporine,AKAP8_IPI00014474,0.322133277884635,67
vehicle,AKAP8_IPI00014474,0.999686866317176,40
vehicle,AKAP8_IPI00014474,0.934729045475176,43
vehicle,AKAP8_IPI00014474,0.780711158914546,46
vehicle,AKAP8_IPI00014474,0.765021863093639,49
vehicle,AKAP8_IPI00014474,0.671379947452182,52
vehicle,AKAP8_IPI00014474,0.433661085292172,55
vehicle,AKAP8_IPI00014474,0.332125666623291,58
vehicle,AKAP8_IPI00014474,0.263002984915719,61
vehicle,AKAP8_IPI00014474,0.264893714101533,64
vehicle,AKAP8_IPI00014474,0.245206684404082,67
vehicle,AKAP8_IPI00014474,0.999686866317176,40
vehicle,AKAP8_IPI00014474,1.13835287700824,43
vehicle,AKAP8_IPI00014474,1.14913276548953,46
vehicle,AKAP8_IPI00014474,1.05991835769017,49
vehicle,AKAP8_IPI00014474,0.953941651326075,52
vehicle,AKAP8_IPI00014474,0.607330275510789,55
vehicle,AKAP8_IPI00014474,0.434169512577981,58
vehicle,AKAP8_IPI00014474,0.360344635416699,61
vehicle,AKAP8_IPI00014474,0.317185131812865,64
vehicle,AKAP8_IPI00014474,0.256888626238527,67
staurosporine,AKR7A2_IPI00305978,0.999686866317176,40
staurosporine,AKR7A2_IPI00305978,0.955904657407766,43
staurosporine,AKR7A2_IPI00305978,1.01273106196773,46
staurosporine,AKR7A2_IPI00305978,0.828968779214122,49
staurosporine,AKR7A2_IPI00305978,0.340313883990628,52
staurosporine,AKR7A2_IPI00305978,0.0777955998190003,55
staurosporine,AKR7A2_IPI00305978,0.0570048960734053,58
staurosporine,AKR7A2_IPI00305978,0.0558390533989913,61
staurosporine,AKR7A2_IPI00305978,0.0485832542110051,64
staurosporine,AKR7A2_IPI00305978,0.0443353449508612,67
staurosporine,AKR7A2_IPI00305978,0.999686866317176,40
staurosporine,AKR7A2_IPI00305978,1.02128095178333,43
staurosporine,AKR7A2_IPI00305978,0.921466575664101,46
staurosporine,AKR7A2_IPI00305978,0.740885543031818,49
staurosporine,AKR7A2_IPI00305978,0.286274920304703,52
staurosporine,AKR7A2_IPI00305978,0.11829548622404,55
staurosporine,AKR7A2_IPI00305978,0.0730931744502055,58
staurosporine,AKR7A2_IPI00305978,0.0686240850559756,61
staurosporine,AKR7A2_IPI00305978,0.0537088194975572,64
staurosporine,AKR7A2_IPI00305978,0.0429051916523199,67
vehicle,AKR7A2_IPI00305978,0.999686866317176,40
vehicle,AKR7A2_IPI00305978,1.04081073881718,43
vehicle,AKR7A2_IPI00305978,0.994229488797904,46
vehicle,AKR7A2_IPI00305978,0.792427213255306,49
vehicle,AKR7A2_IPI00305978,0.391855964876099,52
vehicle,AKR7A2_IPI00305978,0.0861138970896467,55
vehicle,AKR7A2_IPI00305978,0.0616640834168055,58
vehicle,AKR7A2_IPI00305978,0.0492565561708993,61
vehicle,AKR7A2_IPI00305978,0.0509651717979392,64
vehicle,AKR7A2_IPI00305978,0.0414101830143322,67
vehicle,AKR7A2_IPI00305978,0.999686866317176,40
vehicle,AKR7A2_IPI00305978,0.978231365109277,43
vehicle,AKR7A2_IPI00305978,0.911839296067588,46
vehicle,AKR7A2_IPI00305978,0.79385024419256,49
vehicle,AKR7A2_IPI00305978,0.320118286634465,52
vehicle,AKR7A2_IPI00305978,0.0967003753200642,55
vehicle,AKR7A2_IPI00305978,0.0738011352756402,58
vehicle,AKR7A2_IPI00305978,0.063014623596982,61
vehicle,AKR7A2_IPI00305978,0.0541480660467666,64
vehicle,AKR7A2_IPI00305978,0.0444313877576463,67
staurosporine,ALDH9A1_IPI00479877,0.999686866317176,40
staurosporine,ALDH9A1_IPI00479877,1.03664782094158,43
staurosporine,ALDH9A1_IPI00479877,1.0496974872919,46
staurosporine,ALDH9A1_IPI00479877,0.890693185956488,49
staurosporine,ALDH9A1_IPI00479877,0.53158075508424,52
staurosporine,ALDH9A1_IPI00479877,0.233889655952615,55
staurosporine,ALDH9A1_IPI00479877,0.106252277237424,58
staurosporine,ALDH9A1_IPI00479877,0.0758480675278483,61
staurosporine,ALDH9A1_IPI00479877,0.0570080301437634,64
staurosporine,ALDH9A1_IPI00479877,0.0418123154282602,67
staurosporine,ALDH9A1_IPI00479877,0.999686866317176,40
staurosporine,ALDH9A1_IPI00479877,1.02278133722311,43
staurosporine,ALDH9A1_IPI00479877,0.917611524102634,46
staurosporine,ALDH9A1_IPI00479877,0.764075555515555,49
staurosporine,ALDH9A1_IPI00479877,0.438910597070412,52
staurosporine,ALDH9A1_IPI00479877,0.185352599875465,55
staurosporine,ALDH9A1_IPI00479877,0.087116916467815,58
staurosporine,ALDH9A1_IPI00479877,0.0687786438061017,61
staurosporine,ALDH9A1_IPI00479877,0.0508462403178062,64
staurosporine,ALDH9A1_IPI00479877,0.0402457108293031,67
vehicle,ALDH9A1_IPI00479877,0.999686866317176,40
vehicle,ALDH9A1_IPI00479877,0.978452640802719,43
vehicle,ALDH9A1_IPI00479877,1.01203258021991,46
vehicle,ALDH9A1_IPI00479877,0.862541118716746,49
vehicle,ALDH9A1_IPI00479877,0.553777206022969,52
vehicle,ALDH9A1_IPI00479877,0.245854601705649,55
vehicle,ALDH9A1_IPI00479877,0.0988501091383358,58
vehicle,ALDH9A1_IPI00479877,0.0658291592504455,61
vehicle,ALDH9A1_IPI00479877,0.0485244091419842,64
vehicle,ALDH9A1_IPI00479877,0.0400703403065325,67
vehicle,ALDH9A1_IPI00479877,0.999686866317176,40
vehicle,ALDH9A1_IPI00479877,1.04595973702007,43
vehicle,ALDH9A1_IPI00479877,0.946237895711256,46
vehicle,ALDH9A1_IPI00479877,0.784787351610432,49
vehicle,ALDH9A1_IPI00479877,0.451620751667874,52
vehicle,ALDH9A1_IPI00479877,0.160816429029576,55
vehicle,ALDH9A1_IPI00479877,0.0757342633406861,58
vehicle,ALDH9A1_IPI00479877,0.0566893384167935,61
vehicle,ALDH9A1_IPI00479877,0.0463620696217414,64
vehicle,ALDH9A1_IPI00479877,0.0371585596325429,67
staurosporine,AMOTL1_IPI00217664,0.999686866317176,40
staurosporine,AMOTL1_IPI00217664,0.998265916226336,43
staurosporine,AMOTL1_IPI00217664,0.909329237783871,46
staurosporine,AMOTL1_IPI00217664,0.709450708408541,49
staurosporine,AMOTL1_IPI00217664,0.490941932571782,52
staurosporine,AMOTL1_IPI00217664,0.297989563891898,55
staurosporine,AMOTL1_IPI00217664,0.239505517221473,58
staurosporine,AMOTL1_IPI00217664,0.215875176836714,61
staurosporine,AMOTL1_IPI00217664,0.189084775024409,64
staurosporine,AMOTL1_IPI00217664,0.165253505938327,67
staurosporine,AMOTL1_IPI00217664,0.999686866317176,40
staurosporine,AMOTL1_IPI00217664,1.06340234002318,43
staurosporine,AMOTL1_IPI00217664,0.913151682063406,46
staurosporine,AMOTL1_IPI00217664,0.783535102636942,49
staurosporine,AMOTL1_IPI00217664,0.665560706209581,52
staurosporine,AMOTL1_IPI00217664,0.448687399863171,55
staurosporine,AMOTL1_IPI00217664,0.303729474754151,58
staurosporine,AMOTL1_IPI00217664,0.257093833110034,61
staurosporine,AMOTL1_IPI00217664,0.225040200839363,64
staurosporine,AMOTL1_IPI00217664,0.192559599094629,67
vehicle,AMOTL1_IPI00217664,0.999686866317176,40
vehicle,AMOTL1_IPI00217664,1.03989732383426,43
vehicle,AMOTL1_IPI00217664,1.01048315883536,46
vehicle,AMOTL1_IPI00217664,0.911299621375359,49
vehicle,AMOTL1_IPI00217664,0.552791867838331,52
vehicle,AMOTL1_IPI00217664,0.401329632333355,55
vehicle,AMOTL1_IPI00217664,0.28120949084571,58
vehicle,AMOTL1_IPI00217664,0.224951803270427,61
vehicle,AMOTL1_IPI00217664,0.238485080979427,64
vehicle,AMOTL1_IPI00217664,0.27098854226367,67
vehicle,AMOTL1_IPI00217664,0.999686866317176,40
vehicle,AMOTL1_IPI00217664,0.934045290641108,43
vehicle,AMOTL1_IPI00217664,0.855462270384773,46
vehicle,AMOTL1_IPI00217664,0.74649735657373,49
vehicle,AMOTL1_IPI00217664,0.591153430860064,52
vehicle,AMOTL1_IPI00217664,0.369945329373422,55
vehicle,AMOTL1_IPI00217664,0.245816534054487,58
vehicle,AMOTL1_IPI00217664,0.205579518931287,61
vehicle,AMOTL1_IPI00217664,0.200957762747063,64
vehicle,AMOTL1_IPI00217664,0.142958036840757,67
staurosporine,AMPD2_IPI00007722,0.999686866317176,40
staurosporine,AMPD2_IPI00007722,1.0914252208724,43
staurosporine,AMPD2_IPI00007722,1.02118643286254,46
staurosporine,AMPD2_IPI00007722,0.900769759484462,49
staurosporine,AMPD2_IPI00007722,0.767096390235315,52
staurosporine,AMPD2_IPI00007722,0.438301662317001,55
staurosporine,AMPD2_IPI00007722,0.26393686877872,58
staurosporine,AMPD2_IPI00007722,0.184500649196448,61
staurosporine,AMPD2_IPI00007722,0.113198514057609,64
staurosporine,AMPD2_IPI00007722,0.0787880029728625,67
staurosporine,AMPD2_IPI00007722,0.999686866317176,40
staurosporine,AMPD2_IPI00007722,1.01460017486754,43
staurosporine,AMPD2_IPI00007722,1.05483555710097,46
staurosporine,AMPD2_IPI00007722,0.997584796299976,49
staurosporine,AMPD2_IPI00007722,0.828377718735615,52
staurosporine,AMPD2_IPI00007722,0.504816395675738,55
staurosporine,AMPD2_IPI00007722,0.263454951329624,58
staurosporine,AMPD2_IPI00007722,0.167549766639936,61
staurosporine,AMPD2_IPI00007722,0.127473960462851,64
staurosporine,AMPD2_IPI00007722,0.0916449398898463,67
vehicle,AMPD2_IPI00007722,0.999686866317176,40
vehicle,AMPD2_IPI00007722,0.991477959384943,43
vehicle,AMPD2_IPI00007722,0.999682972644353,46
vehicle,AMPD2_IPI00007722,0.974984402937148,49
vehicle,AMPD2_IPI00007722,0.787265777102594,52
vehicle,AMPD2_IPI00007722,0.507537962887103,55
vehicle,AMPD2_IPI00007722,0.2472813157013,58
vehicle,AMPD2_IPI00007722,0.124883609157394,61
vehicle,AMPD2_IPI00007722,0.0919974400894229,64
vehicle,AMPD2_IPI00007722,0.0685164147049873,67
vehicle,AMPD2_IPI00007722,0.999686866317176,40
vehicle,AMPD2_IPI00007722,1.08619206108944,43
vehicle,AMPD2_IPI00007722,1.03307507314313,46
vehicle,AMPD2_IPI00007722,0.968432166900932,49
vehicle,AMPD2_IPI00007722,0.852498532104388,52
vehicle,AMPD2_IPI00007722,0.493891646054547,55
vehicle,AMPD2_IPI00007722,0.259664607073048,58
vehicle,AMPD2_IPI00007722,0.159191918676526,61
vehicle,AMPD2_IPI00007722,0.126794997743735,64
vehicle,AMPD2_IPI00007722,0.0882334710469821,67
staurosporine,AP3M1_IPI00032459,0.999686866317176,40
staurosporine,AP3M1_IPI00032459,0.935162991262391,43
staurosporine,AP3M1_IPI00032459,0.887356918435694,46
staurosporine,AP3M1_IPI00032459,0.730854437349601,49
staurosporine,AP3M1_IPI00032459,0.372145042696154,52
staurosporine,AP3M1_IPI00032459,0.172407460840837,55
staurosporine,AP3M1_IPI00032459,0.108888705954014,58
staurosporine,AP3M1_IPI00032459,0.0989281936040566,61
staurosporine,AP3M1_IPI00032459,0.084142718558105,64
staurosporine,AP3M1_IPI00032459,0.0637089593416926,67
staurosporine,AP3M1_IPI00032459,0.999686866317176,40
staurosporine,AP3M1_IPI00032459,1.01749230727102,43
staurosporine,AP3M1_IPI00032459,0.978556845827674,46
staurosporine,AP3M1_IPI00032459,0.774613081853109,49
staurosporine,AP3M1_IPI00032459,0.453470876858701,52
staurosporine,AP3M1_IPI00032459,0.201584618827237,55
staurosporine,AP3M1_IPI00032459,0.108165834752311,58
staurosporine,AP3M1_IPI00032459,0.0804392428433909,61
staurosporine,AP3M1_IPI00032459,0.0657780722554261,64
staurosporine,AP3M1_IPI00032459,0.0508186123794852,67
vehicle,AP3M1_IPI00032459,0.999686866317176,40
vehicle,AP3M1_IPI00032459,0.946392088790788,43
vehicle,AP3M1_IPI00032459,0.877696002808359,46
vehicle,AP3M1_IPI00032459,0.729238624140094,49
vehicle,AP3M1_IPI00032459,0.403397681407764,52
vehicle,AP3M1_IPI00032459,0.181393489781576,55
vehicle,AP3M1_IPI00032459,0.106755199665353,58
vehicle,AP3M1_IPI00032459,0.0772620852894707,61
vehicle,AP3M1_IPI00032459,0.083028975211083,64
vehicle,AP3M1_IPI00032459,0.0586341822997682,67
vehicle,AP3M1_IPI00032459,0.999686866317176,40
vehicle,AP3M1_IPI00032459,1.05886545969369,43
vehicle,AP3M1_IPI00032459,1.03068132207219,46
vehicle,AP3M1_IPI00032459,0.822552777939845,49
vehicle,AP3M1_IPI00032459,0.483381036613484,52
vehicle,AP3M1_IPI00032459,0.18393178024794,55
vehicle,AP3M1_IPI00032459,0.110184462613404,58
vehicle,AP3M1_IPI00032459,0.079776262191974,61
vehicle,AP3M1_IPI00032459,0.0778719144218613,64
vehicle,AP3M1_IPI00032459,0.0623330748914547,67
staurosporine,APOA1BP_IPI00168479,0.999686866317176,40
staurosporine,APOA1BP_IPI00168479,0.988623501401483,43
staurosporine,APOA1BP_IPI00168479,0.909108302236483,46
staurosporine,APOA1BP_IPI00168479,0.928994553582919,49
staurosporine,APOA1BP_IPI00168479,0.891620487446268,52
staurosporine,APOA1BP_IPI00168479,0.729728023954267,55
staurosporine,APOA1BP_IPI00168479,0.69740030399302,58
staurosporine,APOA1BP_IPI00168479,0.696008739865075,61
staurosporine,APOA1BP_IPI00168479,0.558586563264086,64
staurosporine,APOA1BP_IPI00168479,0.192635603686868,67
staurosporine,APOA1BP_IPI00168479,0.999686866317176,40
staurosporine,APOA1BP_IPI00168479,1.00045857720326,43
staurosporine,APOA1BP_IPI00168479,0.974856893759697,46
staurosporine,APOA1BP_IPI00168479,0.97724135358888,49
staurosporine,APOA1BP_IPI00168479,0.922632646600599,52
staurosporine,APOA1BP_IPI00168479,0.814615147821024,55
staurosporine,APOA1BP_IPI00168479,0.731309219601693,58
staurosporine,APOA1BP_IPI00168479,0.695201217315431,61
staurosporine,APOA1BP_IPI00168479,0.425271382120885,64
staurosporine,APOA1BP_IPI00168479,0.128939029957241,67
vehicle,APOA1BP_IPI00168479,0.999686866317176,40
vehicle,APOA1BP_IPI00168479,1.04466424097304,43
vehicle,APOA1BP_IPI00168479,0.954749752492535,46
vehicle,APOA1BP_IPI00168479,0.888934956385276,49
vehicle,APOA1BP_IPI00168479,0.958221952137379,52
vehicle,APOA1BP_IPI00168479,0.901274734142153,55
vehicle,APOA1BP_IPI00168479,0.66777992831058,58
vehicle,APOA1BP_IPI00168479,0.600391593132761,61
vehicle,APOA1BP_IPI00168479,0.397168391517848,64
vehicle,APOA1BP_IPI00168479,0.159567413069221,67
vehicle,APOA1BP_IPI00168479,0.999686866317176,40
vehicle,APOA1BP_IPI00168479,0.962475535288772,43
vehicle,APOA1BP_IPI00168479,0.919002915755011,46
vehicle,APOA1BP_IPI00168479,0.942467776187832,49
vehicle,APOA1BP_IPI00168479,0.883792043722722,52
vehicle,APOA1BP_IPI00168479,0.768020983387827,55
vehicle,APOA1BP_IPI00168479,0.667341286359438,58
vehicle,APOA1BP_IPI00168479,0.62467840915728,61
vehicle,APOA1BP_IPI00168479,0.406200121637815,64
vehicle,APOA1BP_IPI00168479,0.111620543540086,67
staurosporine,APRT_IPI00218693,0.999686866317176,40
staurosporine,APRT_IPI00218693,1.05505559329765,43
staurosporine,APRT_IPI00218693,1.17477492315741,46
staurosporine,APRT_IPI00218693,1.1626064460975,49
staurosporine,APRT_IPI00218693,1.03917819710499,52
staurosporine,APRT_IPI00218693,1.15288512860235,55
staurosporine,APRT_IPI00218693,1.16819087351661,58
staurosporine,APRT_IPI00218693,1.19898129869565,61
staurosporine,APRT_IPI00218693,1.01847276976149,64
staurosporine,APRT_IPI00218693,0.622936974688587,67
staurosporine,APRT_IPI00218693,0.999686866317176,40
staurosporine,APRT_IPI00218693,1.00109670590954,43
staurosporine,APRT_IPI00218693,0.98061313345206,46
staurosporine,APRT_IPI00218693,1.02862550551544,49
staurosporine,APRT_IPI00218693,0.950553747859508,52
staurosporine,APRT_IPI00218693,0.856882662310109,55
staurosporine,APRT_IPI00218693,0.870885319172417,58
staurosporine,APRT_IPI00218693,0.806772431148268,61
staurosporine,APRT_IPI00218693,0.616914825863154,64
staurosporine,APRT_IPI00218693,0.343298312767811,67
vehicle,APRT_IPI00218693,0.999686866317176,40
vehicle,APRT_IPI00218693,1.05966914849876,43
vehicle,APRT_IPI00218693,1.15476567042281,46
vehicle,APRT_IPI00218693,1.11767179818705,49
vehicle,APRT_IPI00218693,0.98976306179948,52
vehicle,APRT_IPI00218693,0.887495776811469,55
vehicle,APRT_IPI00218693,0.875447434643055,58
vehicle,APRT_IPI00218693,0.92197371765134,61
vehicle,APRT_IPI00218693,0.791243366495093,64
vehicle,APRT_IPI00218693,0.468503489786213,67
vehicle,APRT_IPI00218693,0.999686866317176,40
vehicle,APRT_IPI00218693,0.941286660702575,43
vehicle,APRT_IPI00218693,0.968326531284056,46
vehicle,APRT_IPI00218693,1.02611888202358,49
vehicle,APRT_IPI00218693,0.945888312617137,52
vehicle,APRT_IPI00218693,0.845841509766411,55
vehicle,APRT_IPI00218693,0.807058328300815,58
vehicle,APRT_IPI00218693,0.699700713301407,61
vehicle,APRT_IPI00218693,0.535150746490958,64
vehicle,APRT_IPI00218693,0.278490592492315,67
staurosporine,ARID1A_IPI00643722,0.999686866317176,40
staurosporine,ARID1A_IPI00643722,1.06211985952695,43
staurosporine,ARID1A_IPI00643722,0.723619749783549,46
staurosporine,ARID1A_IPI00643722,0.525225213495017,49
staurosporine,ARID1A_IPI00643722,0.337180141760041,52
staurosporine,ARID1A_IPI00643722,0.173023838451682,55
staurosporine,ARID1A_IPI00643722,0.128725875247341,58
staurosporine,ARID1A_IPI00643722,0.12825131443574,61
staurosporine,ARID1A_IPI00643722,0.112449307605425,64
staurosporine,ARID1A_IPI00643722,0.0957010065402198,67
staurosporine,ARID1A_IPI00643722,0.999686866317176,40
staurosporine,ARID1A_IPI00643722,1.02213635744176,43
staurosporine,ARID1A_IPI00643722,0.783506063938816,46
staurosporine,ARID1A_IPI00643722,0.594562485294952,49
staurosporine,ARID1A_IPI00643722,0.464455083667554,52
staurosporine,ARID1A_IPI00643722,0.28467368047971,55
staurosporine,ARID1A_IPI00643722,0.16304558925133,58
staurosporine,ARID1A_IPI00643722,0.1276725989195,61
staurosporine,ARID1A_IPI00643722,0.107465993373151,64
staurosporine,ARID1A_IPI00643722,0.0820006587096845,67
vehicle,ARID1A_IPI00643722,0.999686866317176,40
vehicle,ARID1A_IPI00643722,1.00303428067506,43
vehicle,ARID1A_IPI00643722,0.659496720556501,46
vehicle,ARID1A_IPI00643722,0.531445738496551,49
vehicle,ARID1A_IPI00643722,0.387950047733512,52
vehicle,ARID1A_IPI00643722,0.225691616215026,55
vehicle,ARID1A_IPI00643722,0.14665110209236,58
vehicle,ARID1A_IPI00643722,0.115725319675276,61
vehicle,ARID1A_IPI00643722,0.105366956029478,64
vehicle,ARID1A_IPI00643722,0.100532229887988,67
vehicle,ARID1A_IPI00643722,0.999686866317176,40
vehicle,ARID1A_IPI00643722,1.16415266730895,43
vehicle,ARID1A_IPI00643722,0.918376043927595,46
vehicle,ARID1A_IPI00643722,0.679941381613259,49
vehicle,ARID1A_IPI00643722,0.505308248952764,52
vehicle,ARID1A_IPI00643722,0.269282570142333,55
vehicle,ARID1A_IPI00643722,0.161493319025038,58
vehicle,ARID1A_IPI00643722,0.132094276218796,61
vehicle,ARID1A_IPI00643722,0.116597824385671,64
vehicle,ARID1A_IPI00643722,0.0903737293129688,67
staurosporine,ASCC1_IPI00434390,0.999686866317176,40
staurosporine,ASCC1_IPI00434390,0.923733430951205,43
staurosporine,ASCC1_IPI00434390,0.941774859199746,46
staurosporine,ASCC1_IPI00434390,0.753964231673866,49
staurosporine,ASCC1_IPI00434390,0.332861971772908,52
staurosporine,ASCC1_IPI00434390,0.174260798159121,55
staurosporine,ASCC1_IPI00434390,0.11520678042002,58
staurosporine,ASCC1_IPI00434390,0.0986126848375905,61
staurosporine,ASCC1_IPI00434390,0.0831859616698422,64
staurosporine,ASCC1_IPI00434390,0.0658574766695325,67
staurosporine,ASCC1_IPI00434390,0.999686866317176,40
staurosporine,ASCC1_IPI00434390,1.0455239702721,43
staurosporine,ASCC1_IPI00434390,0.973727301222202,46
staurosporine,ASCC1_IPI00434390,0.684563290081786,49
staurosporine,ASCC1_IPI00434390,0.321750572697772,52
staurosporine,ASCC1_IPI00434390,0.135035766227403,55
staurosporine,ASCC1_IPI00434390,0.10504353418925,58
staurosporine,ASCC1_IPI00434390,0.0805998627209728,61
staurosporine,ASCC1_IPI00434390,0.0733611132732574,64
staurosporine,ASCC1_IPI00434390,0.0593520291525122,67
vehicle,ASCC1_IPI00434390,0.999686866317176,40
vehicle,ASCC1_IPI00434390,1.01902165861195,43
vehicle,ASCC1_IPI00434390,0.866012145208865,46
vehicle,ASCC1_IPI00434390,0.720065252219575,49
vehicle,ASCC1_IPI00434390,0.29764071678529,52
vehicle,ASCC1_IPI00434390,0.094286071068128,55
vehicle,ASCC1_IPI00434390,0.0890465647542361,58
vehicle,ASCC1_IPI00434390,0.0592073223522565,61
vehicle,ASCC1_IPI00434390,0.0621359072709992,64
vehicle,ASCC1_IPI00434390,0.0533271676667427,67
vehicle,ASCC1_IPI00434390,0.999686866317176,40
vehicle,ASCC1_IPI00434390,1.05056796310846,43
vehicle,ASCC1_IPI00434390,0.864859176062133,46
vehicle,ASCC1_IPI00434390,0.700427725960314,49
vehicle,ASCC1_IPI00434390,0.322080447538663,52
vehicle,ASCC1_IPI00434390,0.116812291556417,55
vehicle,ASCC1_IPI00434390,0.0914057235297703,58
vehicle,ASCC1_IPI00434390,0.0784186877640321,61
vehicle,ASCC1_IPI00434390,0.0767384866069787,64
vehicle,ASCC1_IPI00434390,0.0611492348025537,67
staurosporine,Ataxin-10_IPI00913912,0.999686866317176,40
staurosporine,Ataxin-10_IPI00913912,0.972890362635609,43
staurosporine,Ataxin-10_IPI00913912,1.04111210739267,46
